engine_version,ticker,strategy,strategy_parameters,sample,start_date,end_date,source_sha256,repaired_range_fields,initial_balance,risk_pct,contract_multiplier,tick_size,commission_per_contract,slippage_ticks,max_leverage,sharpe_ratio,max_drawdown_pct,cagr_pct,total_return_pct,exposure_pct,num_trades,profit_factor,total_costs
0.2.0,KC=F,Wavelet-2B,denoise_window=128;min_prominence_atr=1.0;min_pivot_distance=5;pivot_confirm_bars=3;prominence_lookback=20;confirmation_days=3,development,2000-07-06,2017-12-29,d2f20b382db74b18fb4fa9544245757ec77fdd0a80d922ad94b31089870efac2,704,100000.0,0.02,375,0.05,2.5,1,20.0,-0.36,-79.11,-8.36,-78.28,15.2,147,0.5,3300.0
0.2.0,KC=F,Wavelet-2B (scaled),denoise_window=128;min_prominence_atr=1.0;min_pivot_distance=5;pivot_confirm_bars=3;prominence_lookback=20;confirmation_days=3,development,2000-07-06,2017-12-29,d2f20b382db74b18fb4fa9544245757ec77fdd0a80d922ad94b31089870efac2,704,100000.0,0.02,375,0.05,2.5,1,20.0,-0.11,-31.93,-1.26,-19.94,9.1,126,0.77,2225.0
0.2.0,KC=F,Wavelet-2B,denoise_window=128;min_prominence_atr=1.0;min_pivot_distance=5;pivot_confirm_bars=3;prominence_lookback=20;confirmation_days=3,evaluation,2018-01-02,2026-04-14,d2f20b382db74b18fb4fa9544245757ec77fdd0a80d922ad94b31089870efac2,704,100000.0,0.02,375,0.05,2.5,1,20.0,-0.29,-65.77,-9.48,-56.17,19.6,66,0.41,875.0
0.2.0,KC=F,Wavelet-2B (scaled),denoise_window=128;min_prominence_atr=1.0;min_pivot_distance=5;pivot_confirm_bars=3;prominence_lookback=20;confirmation_days=3,evaluation,2018-01-02,2026-04-14,d2f20b382db74b18fb4fa9544245757ec77fdd0a80d922ad94b31089870efac2,704,100000.0,0.02,375,0.05,2.5,1,20.0,-0.69,-30.66,-4.14,-29.52,2.7,34,0.02,360.0
0.2.0,LE=F,2B Rule,lookback=20;confirmation_days=3,development,2001-03-29,2017-12-29,0dda1854ae4bbeaad4b65c8a42ca0a82e2cd55720dc6e3398a50079f77b43539,244,100000.0,0.02,400,0.025,2.5,1,20.0,0.0,-88.58,-8.17,-76.01,46.6,380,0.87,15515.0
0.2.0,LE=F,2B Rule (scaled),lookback=20;confirmation_days=3,development,2001-03-29,2017-12-29,0dda1854ae4bbeaad4b65c8a42ca0a82e2cd55720dc6e3398a50079f77b43539,244,100000.0,0.02,400,0.025,2.5,1,20.0,-0.07,-51.17,-2.19,-30.98,35.4,341,0.87,8495.0
0.2.0,LE=F,2B Rule,lookback=20;confirmation_days=3,evaluation,2018-01-02,2026-04-14,0dda1854ae4bbeaad4b65c8a42ca0a82e2cd55720dc6e3398a50079f77b43539,244,100000.0,0.02,400,0.025,2.5,1,20.0,-0.3,-86.34,-15.44,-75.05,41.7,225,0.72,5790.0
0.2.0,LE=F,2B Rule (scaled),lookback=20;confirmation_days=3,evaluation,2018-01-02,2026-04-14,0dda1854ae4bbeaad4b65c8a42ca0a82e2cd55720dc6e3398a50079f77b43539,244,100000.0,0.02,400,0.025,2.5,1,20.0,-0.25,-41.98,-3.88,-27.95,27.8,192,0.74,3065.0
0.2.0,LE=F,Wavelet-2B,denoise_window=128;min_prominence_atr=1.0;min_pivot_distance=5;pivot_confirm_bars=3;prominence_lookback=20;confirmation_days=3,development,2001-08-30,2017-12-29,0dda1854ae4bbeaad4b65c8a42ca0a82e2cd55720dc6e3398a50079f77b43539,244,100000.0,0.02,400,0.025,2.5,1,20.0,0.03,-72.29,-2.83,-37.47,35.8,169,0.89,8885.0
0.2.0,LE=F,Wavelet-2B (scaled),denoise_window=128;min_prominence_atr=1.0;min_pivot_distance=5;pivot_confirm_bars=3;prominence_lookback=20;confirmation_days=3,development,2001-08-30,2017-12-29,0dda1854ae4bbeaad4b65c8a42ca0a82e2cd55720dc6e3398a50079f77b43539,244,100000.0,0.02,400,0.025,2.5,1,20.0,-0.26,-51.12,-3.26,-41.78,23.5,169,0.62,4975.0
0.2.0,LE=F,Wavelet-2B,denoise_window=128;min_prominence_atr=1.0;min_pivot_distance=5;pivot_confirm_bars=3;prominence_lookback=20;confirmation_days=3,evaluation,2018-01-02,2026-04-14,0dda1854ae4bbeaad4b65c8a42ca0a82e2cd55720dc6e3398a50079f77b43539,244,100000.0,0.02,400,0.025,2.5,1,20.0,-0.74,-75.54,-12.18,-65.89,23.6,86,0.25,1105.0
0.2.0,LE=F,Wavelet-2B (scaled),denoise_window=128;min_prominence_atr=1.0;min_pivot_distance=5;pivot_confirm_bars=3;prominence_lookback=20;confirmation_days=3,evaluation,2018-01-02,2026-04-14,0dda1854ae4bbeaad4b65c8a42ca0a82e2cd55720dc6e3398a50079f77b43539,244,100000.0,0.02,400,0.025,2.5,1,20.0,-0.7,-38.33,-4.02,-28.79,11.0,77,0.3,745.0
